tsne_all_1,tsne_all_2,tsne_all_3,id
178.67307,48.77004,-66.26187,2197
-26.007647,206.10106,-25.484856,2198
86.020676,143.10202,273.2709,2199
33.333874,81.69756,-17.675663,2200
202.36649,-142.50327,-82.30218,2201
-78.88978,2.2047474,-29.940882,2202
14.5494175,-17.696226,-107.41083,2203
55.068966,-170.61055,62.95856,2204
-252.44102,196.08672,-102.97714,2205
14.132502,268.04105,-180.00983,2206
218.33249,62.4404,69.9103,2207
-14.2182,212.0603,-72.3083,2208
69.43078,41.548084,-89.102295,2209
133.22842,66.96394,-126.97626,2210
104.67181,123.76423,-46.755714,2211
57.30059,-26.19983,-68.7508,2212
191.68227,48.690994,18.835508,2213
130.05705,-135.73717,-63.49409,2214
217.96117,-115.60058,-78.46187,2215
13.513415,-111.67194,-4.795297,2216
-11.515562,-80.15034,-45.744762,2217
86.37035,-80.49123,-105.65247,2218
-98.451324,25.062204,-142.56332,2219
-48.50171,81.31337,-142.57945,2220
-44.328526,100.28036,-25.944656,2221
302.2531,80.17878,113.055916,2222
93.46323,-40.60324,75.52413,2223
-93.461975,33.816868,13.684209,2224
60.628956,70.02001,195.27046,2225
98.94082,171.0349,133.81805,2226
33.52459,264.86356,-28.557976,2227
4.542727,-93.390396,-4.540509,2228
-40.043022,-65.450005,120.245186,2229
-165.27742,29.061085,19.364988,2230
-198.5059,70.64539,208.6542,2231
83.29476,-181.81241,-21.471159,2232
192.17781,-56.325108,176.45029,2233
-160.64049,222.05632,286.7801,2234
-52.194283,-52.119442,50.040646,2235
76.58245,-137.69873,26.00774,2236
111.64881,20.951464,173.8828,2237
165.70314,113.14951,304.48077,2238
-178.31169,117.06305,219.40567,2239
22.88695,-56.39032,12.887545,2240
117.22328,-139.00768,130.19336,2241
21.053493,69.24623,2.8232372,2242
-75.73416,33.334023,121.923096,2243
56.979916,59.58527,71.40316,2244
-61.718296,-107.754715,29.901352,2245
46.958702,121.64131,4.0824833,2246
158.53217,28.775719,193.97586,2247
103.81843,-25.39302,-83.50859,2248
154.40787,25.409552,-152.16545,2249
-40.8311,-179.6872,-12.483172,2250
6.6015687,-31.182226,-111.75873,2251
90.74703,16.74085,-90.92556,2252
31.902355,-164.46358,53.004078,2253
165.26152,69.18931,-107.46406,2254
-165.56659,124.89397,-52.6562,2255
31.145588,-84.30237,-151.90236,2256
35.084965,-102.24232,-64.25141,2257
189.0438,-117.031136,-22.777216,2258
11.216754,-43.560024,-65.639435,2259
104.82075,-77.59121,-113.21319,2260
-57.7013,-135.99199,-91.59138,2261
-211.18947,-10.304671,-131.47287,2266
-43.66449,-37.306267,124.927826,2267
-57.41644,47.658268,113.2854,2270
46.483788,8.986327,32.77758,2271
64.45406,-44.122772,-0.10905167,2272
50.57168,82.64923,-89.81278,2273
99.01235,0.59394187,-20.018726,2274
-124.84514,-202.005,38.406834,2275
-34.83896,2.082793,-21.135921,2276
182.6107,1.4497951,-147.25475,2277
69.33763,-5.185547,39.25442,2278
88.0765,-76.82988,137.42346,2279
86.1673,-3.7049162,248.48705,2280
-77.6176,39.490345,271.17792,2281
84.65409,-6.892292,-21.170393,2282
133.2511,-29.349195,15.587339,2283
-12.402924,87.01121,323.80515,2284
222.70102,79.6938,0.07150535,2285
-5.7130485,-54.96611,143.36499,2286
-117.55944,26.613073,-39.95514,2287
-148.8615,-85.245705,47.0045,2288
176.76091,-68.54162,-98.92671,2289
-164.79182,295.5681,-130.62862,2290
152.37817,-132.48416,-75.30309,2291
78.89661,6.752781,-14.062799,2294
-77.997116,43.625404,-28.2624,2295
-74.97953,-62.374107,28.762136,2296
34.24132,69.18276,-27.111868,2297
-229.2206,83.13598,117.03786,2298
32.14119,-30.110647,-16.568817,2299
137.09357,-11.762645,-33.249836,2300
-2.7027266,-111.59957,-23.71134,2301
87.976585,-84.85233,16.424835,2302
278.4088,94.13624,-25.8949,2303
-45.450993,-76.27738,29.42749,2304
-43.314648,-16.415802,-41.85465,2307
-74.816376,-113.75582,-129.79034,2308
179.16594,-96.51628,77.17427,2310
2.3059933,36.51508,-36.32885,2312
-242.39243,157.57954,14.795198,2313
-314.07138,102.230606,46.846592,2314
-35.57344,-61.10709,81.03943,2315
163.32324,-143.61346,-79.77299,2316
81.02959,193.90903,-78.89632,2317
-210.3331,-18.385683,-122.346725,2318
158.64784,-148.01381,9.871916,2319
-25.07929,-57.661007,-50.704117,2320
8.925241,-106.36948,-140.42764,2321
-87.73846,-118.84004,-19.394869,2322
260.4377,-72.238556,-12.257542,2323
52.928,122.108,-46.497856,2324
151.11383,-62.55313,-124.54071,2325
197.0061,7.009533,-39.42653,2326
-8.49912,186.6853,-9.272665,2327
51.563732,-142.15703,-17.156212,2328
-74.53089,120.792076,-32.011585,2329
-21.61368,-89.28449,-31.459492,2330
157.53024,68.42044,-9.571155,2331
-47.532543,108.56612,72.268486,2332
111.55378,-46.106804,-91.989296,2333
97.245636,6.5223837,-74.340065,2334
44.0379,12.404575,139.60475,2335
-89.59914,-4.564029,12.748118,2336
99.28852,14.35551,-13.405451,2337
-8.278958,107.69576,7.644134,2338
4.4901605,181.6983,-46.41878,2339
28.41039,94.1017,16.775902,2340
-22.789305,-82.93555,-16.668854,2341
-139.76418,69.21802,-32.3482,2342
167.9658,47.08239,-125.47146,2343
157.32143,17.762981,-13.305386,2345
-228.24211,106.79125,232.24948,2346
179.2776,-40.20347,-107.57185,2347
-44.764164,-97.483475,111.81104,2349
-103.69738,12.302209,-83.86739,2350
-94.92927,-1.8234417,54.2228,2351
-141.08821,-11.643647,61.54719,2352
136.80833,22.414541,-12.453103,2353
-185.06578,417.98288,-68.21266,2354
-80.5279,-217.8291,-18.441315,2355
-49.460663,-6.4939747,79.74662,2356
57.05247,-138.14134,-82.208405,2357
-207.49434,1.3267053,-113.86059,2358
88.541725,-64.313934,-22.641567,2359
-97.0775,-91.773285,-61.79807,2360
100.99962,255.4615,-72.70505,2361
82.655525,-29.35835,-169.80566,2362
233.1832,-34.95171,-9.090988,2363
-40.46403,85.38117,-9.541627,2364
122.57321,-17.333578,-76.773224,2365
41.548565,-48.447334,142.01889,2366
-9.4040985,-20.270166,-58.663883,2367
-101.58322,34.316677,-61.713593,2368
-163.97119,179.56616,51.814247,2369
-128.6574,122.31138,-136.78882,2370
-23.21751,-180.69185,6.9624143,2371
-92.40223,53.448215,122.49432,2372
118.835396,74.423584,26.161793,2373
-70.09757,232.39763,110.68701,2374
-58.78292,-50.56221,164.19556,2375
189.7765,146.04474,115.253845,2376
16.25744,132.24028,-85.02774,2377
34.089886,-170.05704,-33.28828,2378
-99.74987,379.52875,-2.5909212,2379
179.69086,173.68901,-115.534134,2380
22.004812,-81.59717,-120.75413,2381
36.720783,-84.82988,-113.18306,2382
-88.17054,379.18073,246.71782,2383
-105.56656,123.42745,63.099716,2384
-15.077319,-78.55412,95.25552,2385
-117.48654,27.627714,100.01849,2386
105.07561,-33.8598,-38.214558,2387
231.38367,-26.757906,-61.603683,2388
35.506256,-43.056732,-149.05066,2395
-177.8814,-193.23811,-129.54485,2396
-157.41751,-13.114144,-63.15932,2397
-39.6801,53.229275,279.09872,2401
29.56965,-65.32184,-73.90144,2406
-2.475685,91.195114,108.40702,2414
-56.35684,-102.03463,-22.999403,2418
161.03377,51.873432,35.72395,2419
-28.78361,-70.15938,-62.63502,2440
126.17111,-121.9277,59.66555,2448
-181.53642,-284.7127,-27.86831,2450
39.37938,-88.768265,15.58262,2463
283.6001,-10.57709,-55.519398,2464
-75.39697,2.9300191,-102.4448,2465
77.597725,139.22417,9.129793,2466
31.73041,331.8108,31.852736,2467
57.032536,-30.819239,34.16479,2468
241.93925,-34.334824,33.36942,2469
161.68407,-105.70661,-31.593407,2470
57.735294,119.61915,-81.239494,2471
143.05649,-169.42392,-55.012497,2472
276.10333,1.1825604,-44.937073,2473
12.77556,87.60365,205.42441,2474
35.385628,6.8488684,79.08411,2475
-32.949356,13.741363,29.290085,2476
107.816734,358.5454,194.24011,2477
-69.245636,-9.12154,-40.3746,2478
33.35478,-163.50163,9.171779,2479
138.77509,-23.656324,-173.08441,2480
-41.189487,465.3111,-27.317896,2481
61.827988,80.223175,-97.197,2482
-56.895195,-52.962402,-91.41505,2483
44.460377,83.54962,97.01627,2484
-351.74927,308.42996,-6.231922,2485
-47.853844,75.122086,-61.945168,2489
-15.484712,-140.54832,31.133348,2490
165.94885,-175.63196,-49.37768,2491
97.884796,91.86398,-66.86216,2492
240.69824,168.54558,-78.277885,2493
112.2272,31.6727,6.5680146,2494
204.1249,-59.72416,-6.424409,2495
-96.525185,-91.03556,-102.15213,2496
92.59841,15.279968,15.950171,2497
15.497773,-52.98902,7.2063236,2498
154.69316,-25.38629,-46.025547,2499
73.48521,39.945545,-70.497574,2500
63.487564,-175.16096,39.525043,2501
49.070312,-170.70734,-59.90358,2503
-89.293976,-46.284286,109.01362,2504
-10.508305,-9.285286,26.39152,2506
211.3055,-8.819442,65.80675,2507
-222.34464,118.487816,-71.07578,2508
121.79353,-17.36337,-157.80087,2509
42.378693,-99.22236,10.597758,2510
138.886,-93.82115,19.258,2511
75.39048,78.262115,-7.6524596,2512
-125.744705,-85.27024,70.60345,2513
33.095276,-121.896385,105.95107,2514
62.76248,4.9618006,-65.537605,2515
19.95633,111.51064,-30.925625,2516
-140.00789,140.23875,71.6573,2517
27.718668,-68.654274,-47.834152,2518
53.40393,99.357056,140.10504,2519
76.3191,-122.0634,38.844337,2520
104.570595,69.37517,44.11243,2521
66.48531,-175.7667,-75.7993,2522
118.30338,-119.80261,32.63811,2523
155.9361,349.8481,-42.26474,2525
-7.060855,-52.535286,-101.18254,2526
40.21801,-160.3878,82.63986,2527
162.19385,-83.61466,-28.46526,2528
195.11447,3.249485,-109.19993,2529
59.210205,64.91054,-27.260958,2530
67.4435,-180.20702,-40.70069,2531
-393.4347,565.6436,-36.664494,2532
63.950943,138.0876,262.30075,2533
208.81651,109.55142,-76.48007,2534
168.5236,-75.63947,43.233788,2535
-48.3527,-7.5090427,-116.51945,2536
-87.87892,-116.17035,39.956905,2538
-85.6772,122.03189,-199.55771,2539
157.33272,-113.10644,20.984777,2541
86.70843,24.325253,20.189938,2542
78.45258,-146.7358,-116.01602,2543
258.5789,317.43774,85.65185,2544
61.357807,-80.511566,-124.55471,2545
74.87052,-24.84477,-66.49203,2546
-113.344124,386.1757,-214.45456,2547
61.48445,-196.79776,6.4320207,2548
152.06668,-0.29152852,-61.535934,2549
-36.121033,122.613396,0.44845363,2550
136.35263,97.69633,-10.615703,2551
-12.063354,15.644024,170.68355,2553
-79.41016,1.5231998,2.071723,2554
123.524666,-22.389744,101.41762,2555
182.72453,190.6854,48.376446,2556
19.74003,-34.923954,106.163635,2558
-86.21402,-207.42549,11.210255,2559
-44.238766,-113.73751,41.99898,2568
167.63545,95.714806,16.136148,2573
-111.52324,-15.577341,12.275829,2574
76.89998,104.30417,-82.268,2576
-134.75441,196.33731,163.06024,2578
-5.1528296,86.45948,3.6613998,2580
-24.347174,146.56743,-130.23686,2581
37.238766,141.36366,-47.11044,2582
123.55911,48.68656,10.765282,2583
-90.02594,151.7014,250.36307,2584
141.79504,29.415365,-175.15216,2585
83.69235,-59.295403,-33.080868,2587
239.68654,-15.219071,-60.914764,2588
-91.01391,-121.29903,-61.012264,2589
4.3722854,-57.617813,-86.62356,2590
45.514454,-104.49134,-93.17978,2591
-53.815357,-230.6319,-76.55951,2592
133.1773,146.99959,-55.25874,2593
-92.97009,206.67358,56.28841,2594
49.02386,372.33615,-26.401047,2595
59.980263,-27.784441,103.21378,2596
-36.449177,-48.633293,-70.19933,2597
1.7643245,0.9403848,-3.8193738,2598
-234.40564,-182.00381,-2.542596,2600
240.40106,-36.50159,-72.51688,2601
12.800789,215.33345,128.28781,2602
158.32732,-138.8728,1.0948936,2603
-136.59505,-36.492157,11.396918,2604
107.51842,-7.137843,97.58644,2605
3.8124368,-83.78187,-116.16514,2606
42.742744,-59.25873,-98.14407,2607
196.78421,-110.58356,-134.21237,2608
171.73613,-203.7991,-57.718544,2609
-197.00955,187.30345,-87.11844,2610
47.638084,-99.10599,-55.292973,2611
-47.002888,-134.79108,-123.013565,2612
-38.396267,28.53474,-89.63411,2613
-123.263824,-75.93093,-14.907785,2614
109.6275,-1.3762723,64.53135,2615
204.85667,87.46428,-10.932858,2616
239.70297,60.37383,-62.198532,2617
-16.595371,-20.181356,56.658695,2618
-87.73409,173.59988,102.100334,2619
184.35211,-54.22534,-100.75919,2620
273.14462,-113.781334,-61.329422,2621
39.487934,162.68619,-56.53051,2623
21.788635,-164.51903,48.386475,2624
130.39374,-68.21926,-69.691444,2625
176.29747,-87.49859,38.046196,2626
-125.882195,49.97227,121.067444,2627
446.92526,-33.112423,-16.184263,2628
162.34874,-0.4604979,26.605654,2629
161.11627,2.6466367,-25.797243,2630
-11.477961,-66.02809,-193.60287,2632
-18.173737,-194.2749,15.042543,2633
28.329432,19.730467,-94.41853,2634
3.831678,115.19807,120.37944,2635
80.284134,168.88791,71.949554,2637
-45.698166,74.58907,-150.76881,2638
-123.31966,-130.86897,-43.721603,2639
-98.529945,476.21884,264.5771,2640
-30.289593,-166.08578,-25.275438,2641
62.63205,293.4205,-133.8134,2642
170.12906,-129.3895,-57.12396,2643
-27.807642,127.75561,-48.614376,2644
-86.27309,-122.408875,-110.51964,2645
23.99823,46.703247,-55.667103,2646
188.10512,-129.32927,9.826047,2647
56.1748,125.036896,261.18237,2648
-97.886215,-63.603374,33.326267,2650
119.12862,-31.80129,-60.93957,2652
74.46181,0.47585326,4.671899,2653
82.1174,135.0349,-59.878223,2654
114.75355,45.295795,-85.458565,2655
-77.53211,79.86995,91.02779,2659
158.14505,-55.071968,-120.07305,2662
-16.10051,-94.33526,-98.652985,2663
37.52218,-60.521667,94.98641,2664
73.24293,132.558,51.8867,2665
-130.44502,-18.523426,-84.25501,2666
62.80986,147.22206,116.61307,2667
59.70076,144.67198,231.57253,2668
-85.260185,38.1791,-107.9113,2669
19.563812,193.70378,238.51863,2670
67.73772,-62.429527,-127.03823,2671
-57.974457,-53.505516,-122.6456,2672
84.09045,10.129589,-54.934814,2674
290.85883,-17.738005,-56.481968,2675
-32.994503,63.180836,-0.039112348,2676
181.64098,170.5527,-105.07315,2677
-128.706,55.304276,-114.14245,2678
162.8627,105.074455,55.169155,2679
95.923744,-16.841158,82.723076,2680
98.44743,42.958324,-4.251265,2681
-182.32378,125.8487,152.68997,2682
156.72438,-102.65012,-93.151054,2683
-104.18895,5.37388,-58.042976,2684
-168.59851,43.972,66.73365,2685
22.037098,-19.624357,47.08419,2686
79.50871,291.34152,-32.705936,2687
33.242924,-52.437195,108.78131,2688
-221.88443,-2.167454,171.89508,2689
83.26512,39.450764,-29.198702,2690
45.637962,-71.80492,71.66148,2691
162.84636,-83.10364,-14.549718,2692
-64.77336,84.65399,-26.970387,2693
-25.343716,-25.628567,46.921925,2694
-80.16183,121.41605,93.99002,2695
187.8581,-82.467354,75.5814,2696
7.1761127,174.39967,64.214134,2697
95.61711,-75.1121,30.845465,2698
-87.05224,-57.829273,16.011402,2699
-63.27447,-46.41541,-16.065994,2700
129.7079,13.803094,61.258385,2701
-147.65115,79.62531,214.86803,2702
64.62847,-75.56197,137.54109,2703
100.50245,-119.80752,40.884926,2704
-191.44102,90.145,-15.75585,2705
162.22829,-141.57504,34.519073,2706
-63.303265,-110.42883,-0.5702877,2707
145.95001,145.91383,303.65057,2708
5.912663,149.23888,6.1761074,2709
-109.5291,145.98706,56.570232,2710
28.227411,-172.61502,-93.3491,2711
-70.12868,187.02574,90.81664,2712
79.749374,135.6866,-71.304825,2713
-49.54437,65.008896,0.82922137,2714
99.66375,113.941055,109.4721,2715
-64.90732,2.3324504,113.75621,2716
146.90324,-26.772331,-75.28599,2717
-160.7436,-78.02439,-32.0327,2718
-40.309418,14.602401,-93.54974,2719
54.13764,-253.72394,-62.52762,2720
-40.052315,-35.392647,166.50787,2721
-102.804405,269.94583,125.212746,2722
-136.46495,-52.38308,40.68888,2723
-52.672783,145.17482,78.877815,2724
61.629246,115.4793,98.868164,2725
97.17465,-42.263504,-86.91249,2726
-158.07703,1.6311688,344.82962,2727
132.20715,-105.25722,-1.950182,2728
-105.27279,-2.3777928,114.05241,2729
76.08164,-49.465477,89.5577,2730
-5.3761153,531.42346,-29.317112,2731
-33.385986,-129.61586,36.40819,2732
144.59163,-189.78969,122.117744,2733
47.00642,66.7376,-115.08669,2734
-85.10278,66.72067,101.15507,2735
-212.76686,22.945429,22.03342,2736
-197.01227,41.341026,169.63606,2737
-215.42421,67.33089,70.31272,2738
-50.706333,-60.654514,141.66347,2739
-131.36859,20.922113,138.13997,2740
97.50106,177.43777,81.94473,2741
73.46941,301.72336,58.411438,2742
96.70866,46.742096,61.1907,2743
-197.39075,-101.55742,67.533676,2744
23.683886,-106.675415,17.581146,2745
-129.86075,133.37521,98.23119,2746
-67.06551,-106.64038,-54.08909,2747
-229.68765,398.4055,-260.93927,2748
362.269,106.20132,-30.040318,2749
68.11653,43.76816,-46.291107,2750
72.28715,-40.215244,-65.3084,2751
-111.40919,-55.231457,-78.89497,2752
112.55081,-131.72487,-8.11755,2753
37.846413,-8.518746,-99.64125,2754
177.91335,-75.173965,-37.260334,2755
202.72986,-15.890048,-106.58584,2756
-12.926594,59.861183,33.15075,2757
55.836952,-22.999853,-136.4657,2758
-155.14584,192.83731,-27.172045,2759
137.40923,-3.6619656,-90.39956,2760
153.28947,39.147854,-117.93736,2761
-124.91587,-163.8668,-128.99002,2762
47.463646,-26.805225,13.536674,2763
43.442963,-154.79768,6.9330955,2764
-9.297158,1.4600464,-95.13205,2765
18.677292,143.49275,-87.62045,2766
55.32757,-84.8327,-95.87254,2767
59.158363,142.09998,-108.88083,2768
-24.183006,-64.268234,-103.45924,2769
-74.324135,-115.57604,-67.74411,2770
67.941864,98.32884,-40.512287,2771
36.889484,-86.887054,-99.99823,2772
121.96803,227.85211,-158.4909,2773
128.77283,79.67447,-11.979212,2774
98.02412,-66.602936,-37.215916,2775
211.5363,31.754757,44.17296,2776
0.10250903,-40.062473,-83.96119,2777
84.78907,3.9753428,-107.40394,2778
-174.67076,219.76491,-24.952614,2779
-138.19312,36.075153,-45.373318,2780
-45.46378,-19.678873,-112.08696,2781
204.45277,-106.23653,-146.34338,2782
-39.69394,-84.60536,-104.469986,2783
90.29546,-162.47372,-11.380884,2784
-101.06954,19.015388,-40.38547,2785
-13.980915,27.221424,-14.574039,2786
47.875114,-48.977814,8.5432005,2788
18.164341,-74.67856,3.6384451,2789
-29.29513,14.355266,66.19304,2791
104.13977,70.4378,167.33598,2792
-193.9542,-170.4417,105.30457,2793
-48.514114,255.9815,30.823479,2794
-23.733856,-153.18454,-39.68014,2795
303.98083,-112.388145,-66.34787,2796
-7.1444664,66.93305,207.59142,2797
133.26361,13.072653,-24.096024,2798
39.291737,-157.85583,-88.2068,2799
-81.16856,3.6852057,-56.19561,2801
-130.83452,74.16033,179.90247,2802
90.77486,150.82736,155.41263,2804
48.90023,125.65339,45.43613,2805
-86.21883,269.73843,-8.408062,2806
86.42011,-32.123222,87.07363,2807
101.26279,-113.508766,-31.403774,2808
145.18488,104.000854,-4.2548823,2809
-12.410952,-137.75557,73.26821,2810
-323.42633,-154.27461,131.24532,2811
-26.918352,176.86646,-13.693608,2812
30.177513,162.21736,142.58763,2813
-297.1662,72.536385,-48.009666,2814
-16.851154,78.09276,40.33838,2815
71.59609,-11.774704,60.50064,2816
127.05631,69.09423,47.27798,2817
48.056038,-119.71202,23.76122,2818
68.37505,-66.14574,141.13818,2819
37.164597,4.811289,111.66256,2820
243.00993,62.711617,65.98847,2821
-72.370575,151.56906,4.2019844,2822
-73.78714,30.650064,112.38434,2823
-14.170279,26.565325,-101.844,2824
-30.978153,47.949406,61.667156,2825
-73.790405,-118.81114,81.96831,2826
112.64474,38.281414,86.23375,2827
-47.14732,117.629074,6.108129,2828
45.10851,47.519577,89.02931,2829
195.5124,166.58803,15.872777,2830
8.037221,-51.47627,122.902885,2831
44.71511,-51.02487,84.48135,2832
-153.76538,68.76783,56.255543,2833
32.77814,27.146517,191.90868,2834
-4.8400373,-54.639484,153.64934,2835
-120.50629,84.01957,65.40071,2836
-30.38999,-14.794526,73.941376,2837
-163.96117,58.778835,-11.05274,2838
-44.412727,-42.949837,86.61135,2839
78.863686,-29.396538,72.58604,2840
-21.015339,-126.89114,-85.16206,2841
38.48803,-36.76961,102.495476,2842
225.66599,-58.15814,0.6476216,2843
-34.936035,-24.595991,102.27251,2844
-180.58575,-159.89642,127.734695,2845
191.87247,13.631041,-62.208496,2872
121.49278,-75.66602,-12.573473,2873
95.74068,-115.87143,146.03459,2874
-33.090034,33.581627,113.88239,2875
-57.63618,2.4939907,63.836803,2876
-65.478,190.80965,200.33177,2877
119.46751,46.620403,169.51135,2878
-171.4754,6.9040785,150.99973,2879
-76.2568,-111.90659,144.82797,2880
29.480598,-92.62573,76.26189,2881
-127.105415,169.41216,89.99169,2882
-219.22209,-92.9896,121.72051,2883
257.24786,69.503174,96.7372,2884
-87.69899,-64.60129,183.21834,2885
-254.03522,-134.68484,-147.45984,2886
58.291855,116.9886,30.915083,2887
-443.45813,-253.80888,14.876008,2888
-7.3315725,106.89136,204.98207,2889
-45.249584,44.54223,58.652023,2890
124.71453,19.590267,111.13974,2891
-9.152612,81.836754,193.02925,2892
-101.058846,53.659966,-23.85347,2893
291.88632,62.822933,-146.61252,2894
68.30264,110.80078,-41.872677,2895
105.00466,-116.43912,-59.516975,2896
-90.01488,20.77352,-75.59833,2897
152.88396,-98.04257,-64.09779,2898
-80.345474,-56.49508,-82.15089,2899
28.502457,-51.86618,-152.19968,2900
-44.098156,19.658161,38.513107,2901
42.888435,-42.52109,-106.30595,2902
121.59246,20.315899,8.73222,2903
-61.13109,-72.39445,117.39186,2905
-123.3873,-82.26813,31.692167,2906
83.90619,233.97583,-192.04611,2907
20.043287,81.01411,226.48367,2909
-33.00138,-258.44595,-47.840427,2910
-184.72815,-85.18688,134.66774,2911
40.641933,-60.767834,37.477253,2912
-45.205364,12.132,22.149197,2913
-62.557713,18.640251,94.16735,2914
-50.35732,-43.055565,103.43257,2915
-54.693745,-96.44107,16.666046,2916
264.92233,67.02425,88.49086,2917
-27.481342,163.45038,73.709595,2918
-4.140181,-183.81747,-109.39415,2919
1.7075169,23.659962,-0.043479014,2920
-357.24194,6.6006885,-115.080666,2921
26.871658,-118.96148,-123.61529,2922
87.57177,152.83223,-78.52656,2923
178.22533,-33.459347,-142.51285,2924
57.366306,-131.2097,-36.022892,2925
154.77873,-100.7607,49.286236,2926
-261.7268,39.995678,-40.301655,2927
-31.213047,-158.83,-120.94201,2928
-131.36382,-177.30077,-22.72205,2929
144.65292,-111.86124,-67.11133,2930
108.002975,59.053867,154.39903,2931
4.9248533,-86.19509,111.41352,2932
3.4240868,-0.6302277,161.99855,2933
250.49945,9.373432,-33.856426,2934
-48.67313,-54.159176,-105.36584,2935
133.2442,43.293003,-56.207848,2936
207.17532,29.910336,22.139925,2937
164.65578,-50.81408,-53.09341,2938
-65.21775,-83.45492,-76.519135,2939
134.19508,-156.20502,60.490643,2940
-10.847237,-62.709827,-1.9089853,2941
57.949238,45.461838,110.218056,2942
65.078964,-29.657694,54.042446,2943
117.90648,55.043232,-44.28637,2944
-142.45505,-140.72568,-24.248285,2945
-17.702345,35.672974,-54.44995,2946
52.921032,62.00399,142.7558,2947
38.92615,-100.044876,59.487022,2948
-9.028278,-86.602005,-97.30273,2949
-43.484447,148.55998,-95.77132,2950
-75.05364,-87.00492,-71.65012,2951
14.98131,25.980234,-114.67163,2952
-47.719757,-96.33932,43.16802,2953
151.86711,-111.619354,-30.960642,2954
120.47042,-23.15272,45.5075,2955
-80.2442,118.65528,-18.460491,2956
-15.503615,-51.661846,109.64848,2957
-72.9946,-15.73848,13.052024,2958
-5.4367757,-6.2261696,73.97931,2960
98.11527,-40.510822,115.36343,2961
218.15062,49.61257,55.09899,2962
-4.4103813,-92.87614,-116.12718,2963
-9.850299,-77.73688,75.646,2964
91.69515,122.64177,-43.98384,2965
-47.92463,196.82716,114.11249,2966
-59.740326,-94.23014,-1.3815852,2967
-13.029146,-106.27089,-64.22673,2968
113.41833,74.356705,-54.64382,2969
77.91738,67.81466,78.71618,2971
11.676072,-12.1881485,-126.179634,2972
167.16203,13.813691,-134.60484,2973
38.458714,16.84935,26.958097,2974
119.35406,-0.21023759,116.983505,2975
-187.39565,80.00594,22.592669,2976
75.86724,-38.381123,-111.857475,2977
21.74479,137.90436,26.78466,2978
126.06853,79.73359,-31.971888,2979
34.02599,-23.792744,-85.80711,2980
210.93938,-26.424078,-31.013798,2981
208.43774,53.73166,48.2707,2982
162.86725,-113.836296,-78.956825,2983
197.74716,14.044012,-123.26301,2984
6.014556,-95.62971,-94.761566,2985
175.03015,-22.910347,-43.79295,2986
76.4145,111.7823,-160.6505,2987
131.16211,-58.2659,-20.36201,2988
86.70621,-15.213135,-88.41318,2989
384.9374,39.15683,5.886065,2991
174.08073,-97.89145,-44.705284,2992
-139.38419,210.31079,371.16852,2994
20.006819,31.716635,-149.24825,2995
-13.6097555,-134.25148,-65.885735,2996
47.130005,-87.95192,-108.94773,2997
124.091156,-26.057808,29.215055,2998
-89.59711,124.59222,-142.31805,3001
-58.44094,47.75209,2.1409612,3002
-118.95016,49.537964,-31.587831,3003
4.9868994,61.381462,24.915955,3004
-145.99185,-20.951056,22.929827,3005
177.16109,6.9678283,152.22496,3006
-122.57132,-29.16225,-18.646862,3007
89.94624,80.42122,-206.72562,3008
229.68948,3.3854656,-96.634224,3009
73.37306,95.337715,-75.451996,3010
84.84966,76.74208,-24.031013,3011
-75.40314,22.22982,3.501362,3012
-10.5992775,-183.39357,4.0763445,3013
-182.26411,334.46762,64.493515,3015
-21.744688,-31.362473,-62.03988,3016
219.8568,-71.21416,-131.97346,3017
38.779858,-227.90385,-43.964226,3018
214.26472,-89.66819,-111.4464,3019
-7.2300286,82.28981,-45.01144,3020
-16.388643,-8.4387455,-29.139614,3021
92.808655,-78.72506,-0.72470146,3022
224.36551,-71.33569,34.58095,3023
-249.70642,17.100193,161.61058,3024
51.484455,-74.634766,88.55194,3025
-18.574081,179.56079,2.995555,3026
43.870525,21.564154,-97.34161,3027
166.16985,20.371,-94.02615,3028
-57.485516,55.900513,-77.00901,3029
101.15113,32.53316,163.2173,3030
111.23275,-55.68845,-18.559343,3031
-11.392275,18.80306,141.33571,3032
107.91117,-138.59665,-54.346245,3033
-97.33477,7.641524,15.267478,3034
85.32453,118.67653,-68.45336,3035
-147.1879,89.1764,-33.952545,3036
-43.32238,-147.84583,-128.9829,3037
-2.7923398,161.95766,158.34836,3039
87.00239,-18.297564,196.26643,3040
119.427216,-53.508022,-60.738796,3041
24.530056,43.183212,-78.34351,3042
127.34897,82.34136,105.23661,3043
-54.673103,-73.45492,-109.17306,3044
85.91185,-130.36418,-101.52724,3045
-208.14072,-136.66248,17.436102,3046
21.256636,15.329755,177.6607,3047
15.066639,98.0504,-139.51936,3048
-74.497215,-115.346504,-118.00885,3049
-85.26468,86.51811,42.04447,3050
241.95436,-95.35354,8.371685,3053
-394.3412,-295.2289,-11.241862,3054
43.364376,-115.34376,45.590443,3055
-15.703765,-60.216793,-67.76552,3056
-107.67105,-218.95003,-53.865356,3057
-296.22214,172.5601,-101.72511,3058
16.049599,-115.69729,-85.701004,3220
-142.63474,-49.38132,-34.34709,3221
46.842793,102.79416,50.527077,3222
-33.829617,86.80135,70.12157,3223
189.76152,-91.79766,146.42816,3224
-187.30923,-116.67116,122.66838,3225
-32.20338,-161.66524,31.63671,3226
46.718277,10.760416,226.80261,3227
115.718636,67.21958,200.97342,3228
